;Id;Immobilisations incorporelles;Immobilisations corporelles;Actifs financiers non courants;Stocks et travaux en-cours;Créances clients et comptes rattachés;Trésorerie et équivalents de trésorerie;Total actif;Capitaux propres;Provisions pour risques et charges non courantes;Dettes financières non courantes;Dettes financières courantes;Fournisseurs et comptes rattaches;Total passif;Chiffre d'affaires;Produits des activités ordinaires;Résultat opérationnel;Coût de l'endettement financier net;Quote part resultats des Sociétés Mises en Equivalence;RN des activités abandonnées;Résultat net;total des passifs courants;Fonds de roulement;EBIT;sales;A;B;C;D;E;scoring;Approval;RAF1;RAF2;RFD;RLG;RLR;RFI;DPC;RCP;TRN
723;724;14536000;58154;595;0;34927;190998;263606;1964300;321407;485073;0;0;263606;1147,617954;-96,36991167;962,8496079;303,9363704;-5;247,2075446;-830,9861543;303,9363704;225925;-320163,0121;1147,617954;0,857055606;-0,00315238;-1,214551308;7,451651328;0,004353535;1,491378411;0;7,451651328;4,049493581;1,840144003;inf;inf;4116,593277;11108,53569;-0,000423044;-0,724096509
724;725;14885000;1064434;587;615900;475305;82682;2117000;2306600;389057;0;400400;30580;2117000;819,6440904;-105,255672;969,8093993;297,8245559;99,53345932;221,2822035;-985,0483683;431277,8246;773487;-388132,1002;819,6440904;0,365369391;-0,000465304;-0,183340624;1,089560699;0,000387172;0,486891377;0;1,089560699;inf;0,189135569;2,931785714;1,393573926;3929,471891;211660,5573;-0,000427056;-1,201800122
725;726;15639000;1250080;1295;520900;508154;111488;1928000;2627500;451842;10726000;174500;27811;1928000;-400,5681596;-133,4160712;-867,7842526;366;91,48397479;404,8032605;-890,5066519;202677;966042;-452109,1521;-400,5681596;0,501059129;-0,000461881;-0,234496448;1,362811203;-0,000207764;0,644265;0;1,362811203;0,244965504;5,653786307;6,536057307;3,55095702;10311,58301;-463032,8337;-0,000338918;2,223108928
726;727;15443000;1447791;29157;521400;533150;75569;1734000;2734800;1574900;8667000;256400;18912;1734000;-96,68518265;-128,8109681;368,1400593;368;91,55845536;258,8359468;-1159,088947;275680;873719;-1574867,874;-96,68518265;0,503874856;-0,000668448;-0,908228301;1,57716263;-5,58E-05;-1,447197575;0;1,57716263;0,31554171;5,146136101;4,407640406;2,374099064;391,0484618;-2012715,337;-0,00042383;11,98827902
727;728;2441;0;31621;485300;0;46354;1510200;247202;1507600;8025000;937100;17948;1510200;-943,4591201;119,3923151;203,3432605;805;-39;-203,0307011;667,5170029;955853;-405446;-1508662,851;-943,4591201;-0,268471726;0,000442006;-0,998982156;0,163688253;-0,000624725;-3,520600149;0;0,163688253;0,030803988;5,934379552;0,567339665;0,049465372;261,6046931;0;0,00270029;-0,707520855
728;729;1633;30431000;31057;189718;5406000;87476;13645900;254769;1500000;17036000;625698;397555;13645900;-4813,590549;108,156529;1380,658069;-200,3832877;136,3177582;-464,9756696;-2528,261345;1023052,617;5057496;-1504921,747;-4813,590549;0,37062385;-0,000185276;-0,110283803;0,018670003;-0,00035275;0,091401936;0;0,018670003;0,014954743;1,294286049;9,082966543;8,779756368;556,7430531;-409920,6154;-0,00992374;0,525233985
729;730;3500;29014000;0;198886;5352000;81644;12184400;263472;1413900;887;1450036;446837;12184400;-2363,365797;131,5081794;4217,754608;-21,78930496;140,7382751;-669,8115479;-2704,692057;1896851,211;4182494;-1416394,874;-2363,365797;0,343266308;-0,00022198;-0,116246584;0,021623716;-0,000193967;0,040775334;0;0,021623716;297,0372041;0,119080381;3,884407008;3,747247655;inf;-826566,9253;-0,010265577;1,144423796
730;731;0;26307000;2067000;229990;4919000;41551;12859300;257230;1703;168;1655870;477448;12859300;-2549,718407;106,8463963;2922,285431;34,62053452;144,7025948;-453,8367952;-1871,350522;2133352,621;3534671;-4359,564803;-2549,718407;0,274872738;-0,000145525;-0,00033902;0,020003422;-0,000198278;0,340328558;0;0,020003422;1531,130952;0,128781349;3,134630738;2,995736984;0,124527334;-704169,9174;-0,007275009;0,733943998
731;732;198375;28608000;2183000;0;3740000;61378;13233200;0;4101;0;2393184;0;13233200;-2567,84364;96,24313259;3374,79314;108,6798745;137,1109289;-383,3072231;-1891,411;2393292,68;1408194;-6765,086773;-2567,84364;0,106413717;-0,000142929;-0,000511221;0;-0,000194046;0,125615285;0;0;;0,180846961;1,588418609;1,588418609;0;-531613,3656;#NOM?;0,736575612
732;733;176982;27582000;4102000;3158900;2238;265400;271467;130484;1926;0;224000;21939000;271467;-1940,083943;187,890151;-5573,32444;801;154,1122843;145,2853088;3752,069004;22163801;3202538;-4053,974094;-1940,083943;11,79715398;0,013821455;-0,01493358;0,480662475;-0,007146666;14,40790482;1;0,480662475;inf;0,825146335;15,29704464;1,1948125;0,031809849;-421,0487917;0,028755012;-1,933972506
733;734;261412;102;3339000;3080600;3443;162400;316001;144121;0;1502525;213000;19229000;314815;-1876,058557;174,2322775;-8062,269666;219,3506004;102,9387565;305,7117037;5225,694464;19442219,35;3033443;-2050,290835;-1876,058557;9,599472786;0,016536955;-0,006488242;0,457795848;-0,005936875;11,78984852;1;0,456077671;0,095919203;5,428859402;15,24151643;0,778605634;0,493155436;-669,8591551;0,036259077;-2,785464475
734;735;397371;98;520;3731300;4262;170300;395459;161500;3710;1472626;436000;21616000;395459;-2068,920987;218,4378112;-9385,035825;145,6796052;76,60559837;308,9193837;5393,972365;22052145,68;3469862;-5997,358798;-2068,920987;8,774264842;0,013639776;-0,015165564;0,408386204;-0,005231695;10,73796716;1;0,408386204;0,109668035;4,826356209;8,958399083;0,40037156;3142,55;-751,9040166;0,03339921;-2,607142757
735;736;4161900;240;350;3508500;564;197500;0;179796;3882;1660270;562000;20576000;0;-1725,904038;152,8437253;-9028,879638;198,329664;76,06643028;431,444221;4793,236746;21138198,33;3144564;-5760,747763;-1725,904038;inf;inf;#NOM?;inf;#NOM?;;0;inf;0,108293229;inf;6,595309609;0,352427046;5257,331429;-119,27662;0,026659307;-2,777232477
736;737;4982100;0;362;15680170;1090588;565657;2037289;588000;5238;1630561;6500;4885;2037289;-916,1676576;55,68554587;-3203,969569;26,31317568;-30,80653922;-570,1142458;680,8138266;11411,31318;17329915;-6209,853203;-916,1676576;8,506360659;0,000334176;-0,003048096;0,288618846;-0,000449699;10,37076353;1;0,288618846;0,360612084;0,803548736;2667,140769;254,8069231;6128,621547;-434488,837;0,001157847;-0,743110522
737;738;4835700;2936710;0;12422153;1066068;543341;2190188;468000;6304;9760600;17900;3660;2190188;-1790,99808;45,95608175;-3635,699506;-31,22611535;-6,301826568;-354,9476924;501,9260592;21528,77388;14013662;-8140,954162;-1790,99808;6,398383152;0,00022917;-0,003717012;0,213680287;-0,000817737;7,793504918;1;0,213680287;0,047947872;4,464685223;783,8861453;89,91111732;inf;-217261,4389;0,001072492;-0,280249356
738;739;4464800;2917703;451802;14978274;1206515;784497;2181110;390000;0;9803200;51600;4468;2181110;-1980,20868;46,48625294;-4249,071262;-42,21140935;-27,17996154;-430,5830478;630,818746;56025,78859;16917686;-2026,694933;-1980,20868;7,756457033;0,000289219;-0,000929203;0,178808038;-0,00090789;9,411463908;1;0,178808038;0,039782928;4,518249882;328,8621318;38,58550388;22,56121044;-222389,6802;0,001617484;-0,318561752
739;740;11918;3503265;387357;13153430;1308199;872003;2173329;220900;162300;11054500;60000;2472;2173329;-2244,479646;117,0381513;-3813,48441;-114,6259653;-11,60736262;-520,1514345;893,445186;62357,37403;15273632;-164661,5178;-2244,479646;7,027758798;0,000411095;-0,075764653;0,101641307;-0,001032738;8,243814781;1;0,101641307;0,019982812;5,114043939;255,5605333;36,3367;29,10854844;-212740,9067;0,004044569;-0,398063394
740;741;6812;4104084;371572;270;4689700;19276;313390;6945100;261800;11965500;82424;847602;313390;-483,9217196;112,1891165;-289,6822801;-206,2990947;108,0294772;-227,500637;-143,9092675;929819,7009;4626822;-262396,1108;-483,9217196;14,76378315;-0,000459202;-0,837282973;22,16120489;-0,001544152;28,24804186;1;22,16120489;0,580427061;38,44386866;57,1344026;57,13112686;50,89350112;-3537226,024;-2,07E-05;0,297381295
741;742;11692;8467500;655439;443;4584000;27468;363546;6112500;231600;13500;108389;818960;363546;893,3297287;130,0327648;2337,735099;-54,99122642;130,7733732;-444,7909915;-669,9452159;927294,0088;4503522;-230836,703;893,3297287;12,38776386;-0,001842807;-0,634958721;16,81355317;0,002457267;22,85796209;1;16,81355317;452,7777778;0,335278067;42,54962219;42,54553506;9,346407522;1872947,856;-0,000109602;-0,749941701
742;743;0;8774400;1152600;0;5404700;20073;370281;6250600;242000;17000;98849;830572;370281;882,1887931;124,6647767;2361,77064;-78,78458742;135,5211366;-465,944868;-807,3386331;929342,2154;5325924;-241242,476;882,1887931;14,38346553;-0,00218034;-0,651511895;16,88069331;0,002382485;25,23791538;1;16,88069331;367,6823529;0,312867795;54,8793918;54,8793918;5,437792816;2236160,236;-0,000129162;-0,915154034
743;744;21538;8891000;1039300;0;4822700;0;384591;6256500;0;20087;0;1041202;384591;872,3473393;127,2389568;2166,790878;-55,53724801;135,9620908;-429,5382548;-615,7100788;1041146,463;4822700;745,1083825;872,3473393;12,53981502;-0,001600948;0,001937405;16,26793139;0,002268247;24,81495722;1;16,26793139;311,470105;0,052229511;inf;inf;6,039244684;2017872,263;-9,84E-05;-0,705808399
744;745;50184;7756000;1000400;322404;32037;77354;1275128000;128908;347489;13006;707300;3391600;1275128000;-277928,5605;-854,8713015;-39798,09871;-109,5633676;-11,22308956;-40,43039218;-2509,847932;4098790,437;-275505;-624562,6892;-277928,5605;-0,000216061;-1,97E-06;-0,000489804;0,000101094;-0,000217961;-0,002035686;0;0,000101094;9,911425496;0,000564889;0,610483529;0,154659975;0,141857257;-42,07377961;-0,019470071;0,009030551
745;746;50512;7277;1099000;430718;33496;95853;1309428000;147975;307131;0;321200;3527200;1309428000;-285431,514;-881,8471739;-41863,27836;-148,504898;-21,4901623;8,548230265;-1990,033639;3848251,495;238867;-591680,6668;-285431,514;0,000182421;-1,52E-06;-0,000451862;0,000113007;-0,000217982;-0,001424544;0;0,000113007;inf;0,000245298;1,74367061;0,402705479;0,134645132;-42,83353239;-0,013448445;0,006972018
746;747;0;3720;10253;453370;37130;112454;1356303000;171054;379877;30450;2677500;4172000;1356303000;-295663,0714;-917,5368977;-43981,48179;-164,3404167;-69,77513067;157,949456;-2003,563915;6849335,66;-2074546;-674622,5345;-295663,0714;-0,001529559;-1,48E-06;-0,000497398;0,000126118;-0,000217992;-0,003621274;0;0,000126118;5,617536946;0,001996567;0,225192904;0,05586704;19,65317468;-45,83747958;-0,011713049;0,006776511
747;748;75300;19513;2528;401170;0;145791;1461952000;0;15000;34054;2388700;4185000;1461952000;-318713,5526;-998,6722495;-47560,56993;-187,7445821;-74,66239488;337;-2232,73116;6573512,255;-1841739;-332714,8804;-318713,5526;-0,001259781;-1,53E-06;-0,000227583;0;-0,000218005;-0,002482903;0;0;0;0,001657205;0,228978524;0,061033617;13,47072785;0;#NOM?;0,007005448
748;749;106600;0;3547;25359;525410;59419;14874000;689874;22000;68961;10531911;17367;14874000;-2668,138859;60,76059171;-1157,580362;154,008494;-58,74425858;435,5278699;1061,267427;10549432,01;-9921723;-24728,89945;-2668,138859;-0,667051432;7,14E-05;-0,001662559;0,046381202;-0,000179383;-0,778198933;0;0,046381202;10,00382825;0,712711577;0,057937064;0,055529239;213,93713;-71875,81311;0,00153835;-0,397755695
749;750;107800;51326;0;20264;558529;59609;15280000;649758;27000;0;11108143;18028;15280000;-2746,207257;57,02593561;-1244,558941;158,1221778;-67,72738268;470,3895221;1072,667701;11126329,12;-10469741;-29803,23319;-2746,207257;-0,685192474;7,02E-05;-0,001950473;0,042523429;-0,000179726;-0,803234918;0;0,042523429;inf;0,726972709;0,057471532;0,055647285;inf;-74234,41346;0,001650873;-0,390599689
750;751;104500;63086;117496;31880;565974;61199;17467000;554525;30000;1705700;12956050;5370;17467000;-3427,20325;39,77462442;-1920,111796;158,1005484;-112;620,1333049;1194,403048;12961578,1;-12296997;-33466,97787;-3427,20325;-0,70401311;6,84E-05;-0,001916012;0,031747009;-0,00019621;-0,832190844;0;0,031747009;0,325101132;0,839397149;0,050868359;0,048407732;19,23661231;-60276,7023;0,002153921;-0,348506628
751;752;158987;108708;105239;12446;0;0;17353000;431493;38800;2403400;15268873;0;17353000;-3462,65009;23,55071017;-2359,878792;196,2665389;-111;796,8085095;1431,051045;15269069,27;-15256427;-42286,2008;-3462,65009;-0,879180949;8,25E-05;-0,002436824;0,024865614;-0,000199542;-1,048223376;0;0,024865614;0,17953441;1,018398721;0,000815122;0;26,93766569;0;0,00331651;-0,413282026
752;753;1265993;0;89871;1706000;1273500;12638000;389601;157496;41100;2356600;10283;17719;389601;71,4805462;112,745308;-899;148,125835;-162;598,5387624;-2405,159869;28150,12583;15607217;-41141,26476;71,4805462;40,05948907;-0,006173392;-0,105598458;0,404249476;0,000183471;47,95700238;1;0,404249476;0,066831876;6,075146111;1518,768842;1352,86395;27,97449678;6502853,219;-0,015271244;-33,64775448
753;754;982335;2413200;0;1906000;2150200;12450000;479704;192224;50900;1626000;11207;20163;479704;108,352256;120,1971718;-555,8643337;116,1251011;-63;508,0816519;-2712,002518;31486,1251;16494993;-50911,84492;108,352256;34,38577331;-0,005653492;-0,106131792;0,400713773;0,000225873;41,14543231;1;0,400713773;0,118218942;3,412952571;1472,847328;1302,775051;inf;7243254,817;-0,014108553;-25,02949748
754;755;950000;2619400;78700;1896000;2475000;15014000;822539;229096;55100;1710967;2037;26125;822539;44,35864955;118,9279578;-743,6376239;128,7190862;106,1056701;671,1648976;-3373,040907;28290,71909;19382963;-55174,56931;44,35864955;23,5647951;-0,004100767;-0,067078363;0,278522964;5,39E-05;28,21782216;1;0,278522964;0,13389855;2,082580887;9516,445754;8585,665194;24,6513723;20365250,27;-0,014723264;-76,04020728
755;756;946000;2500800;79100;1582000;2305800;23846000;1001220;226949;2768;2521071;1426;0;1001220;15,79812497;115,308923;-1465,165874;218,1596832;110,4975724;1303,184781;-5355,75063;1644,159683;27732374;-2867,510798;15,79812497;27,69858173;-0,005349225;-0,002864017;0,22667246;1,58E-05;33,35737716;1;0,22667246;0,090020868;2,519423304;19448,6676;18339,27069;34,74108723;53273220,8;-0,023598917;-339,0117903
756;757;1231000;2574900;398200;1003833;1345031;16988;883101;64037000;2882;2125457;4900;2095000;883101;7687,952954;29,42503986;9439,727001;144,2075198;60,54427321;-362,2534474;320,3236282;2100044,208;2360952;4776,527914;7687,952954;2,673479024;0,000362726;0,005408813;72,51378948;0,008705633;46,74351105;1;72,51378948;30,12857941;2,412359402;482,8269388;277,9630612;166,1538348;63857,87191;5,00E-06;0,041665659
757;758;1142000;3471269;352600;1135017;3075193;8794;866165;65809000;3175;2356114;44384;4202400;866165;7648,65553;37,4177149;8733,809427;74,11671917;62,40671975;-371,2333831;343,0644339;4246858,117;4174620;4436,237815;7648,65553;4,819659072;0,000396073;0,005121701;75,97744079;0,008830483;51,39634196;1;75,97744079;27,93116123;2,771409604;95,05686734;69,48420602;193,321367;146750,6859;5,21E-06;0,044852907
758;759;951000;3864042;0;987975;3141269;9476;800029;68570000;0;1387000;42621;3569000;800029;8193,919419;39,60765037;9671,958277;73,61133828;61,47427272;-424,9960199;105,9763037;3611694,611;4096099;8154,311769;8193,919419;5,119938152;0,000132466;0,01019252;85,70939303;0,010242028;57,6136244;1;85,70939303;49,43763518;1,786961473;97,10518289;73,92470848;inf;139928,5405;1,55E-06;0,01293353
759;760;295;2980398;376723;664000;1994597;7757;836331;66979000;2674300;2224000;59168;3388800;836331;7887,812948;47,8468192;11357,62027;117,6354062;59,15283537;-635,9339582;-46,38492934;3448085,635;2607186;-2666460,034;7887,812948;3,117409255;-5,55E-05;-3,188283149;80,08671208;0,009431449;41,28093777;1;80,08671208;30,11645683;2,729981311;45,0641225;33,84184018;183,6973054;92297,8156;-6,93E-07;-0,005880582
760;761;227;3514893;261967;19931;896000;1669577;724208;3570000;2326700;2647000;291176;3512640;724208;6,869765602;139,643207;1328,914005;87,780529;-43;-249,0607473;237,3591038;3803903,781;2294332;-2326832,773;6,869765602;3,168056691;0,00032775;-3,212934369;4,92952301;9,49E-06;-3,842833247;0;4,92952301;1,348696638;4,057088571;8,879536775;8,811086765;23,73199678;47605699,95;6,65E-05;34,55126674
761;762;136;423000;296121;22727;1048000;1891707;671081;4498000;2945200;2708000;361538;6903831;671081;-189,2224253;149,9891272;73,99249277;87,60874377;-526;-173,7669163;963,0838323;7265456,609;2600896;-2945539,212;-189,2224253;3,875681177;0,001435123;-4,389245429;6,702618611;-0,000281967;-5,81039413;0;6,702618611;1,661004431;4,574020126;8,193976843;8,131114848;24,33464699;-2021536,292;0,000214114;-5,089691832
762;763;81;497000;43000;25772;1223000;2279265;516867;2773000;3441400;673649;453299;5576445;516867;12,15721471;152,1868013;1049,380187;93,70799963;-379;-264,6160814;397,7445029;6029837,708;3074738;-3441540,03;12,15721471;5,948799208;0,00076953;-6,658463453;5,365016532;2,35E-05;-11,61425956;0;5,365016532;4,116387021;2,180344267;7,783024008;7,726169703;80,15462791;36718525,65;0,000143435;32,71674578
763;764;234600;578000;59000;26933;1307000;2684264;494742;149115;18718440;701651;246629;2326214;494742;-9,748834668;125,9080306;13005,88513;137,2966887;286;-1767,212699;-3638,173773;2572980,297;3771568;-18718575,66;-9,748834668;7,623302651;-0,007353679;-37,83502443;0,301399517;-1,97E-05;-115,5370926;0;0,301399517;0,212520185;1,916716187;16,29247574;16,18327123;14,41976271;-48934566,67;-0,024398443;373,1906321
764;765;287300;569000;57000;0;7571;3058100;3884900;278576;20699414;708846;1112000;141000;3884900;-490,8204662;105,6624835;15199,92864;207,2426533;67,11985612;-1890,080525;-4307,002489;1253207,243;1953671;-20700010,48;-490,8204662;0,502888363;-0,001108652;-5,328325178;0,07170738;-0,000126341;-16,93866108;0;0,07170738;0,392999326;0,468698293;2,756898381;2,756898381;17,32319298;-5630,195133;-0,015460781;8,775107774
765;766;312500;5556;53000;0;22921;3424200;3803800;398317;21082541;669117;1406000;147000;3803800;-446,0582224;102,84359;15361,08023;212,8212362;61,08778078;-1878,065914;-4422,939969;1553212,821;2041121;-21083089,9;-446,0582224;0,536600505;-0,001162769;-5,542638914;0,104715548;-0,000117266;-17,58570363;0;0,104715548;0,595287521;0,545537883;2,451721906;2,451721906;20,14026415;-18755,76905;-0,01110407;9,915611342
766;767;339500;5026;7773;0;23640;3703000;3987700;551726;22183130;232600;521000;173000;3987700;-421,3178024;107,8584977;16356,29126;216,2712072;74,05254242;-2027,274389;-4772,866243;694216,2712;3205640;-22183659,18;-421,3178024;0,803881937;-0,001196897;-5,563021084;0,138356948;-0,000105654;-17,31207839;0;0,138356948;2,371994841;0,188981117;7,152859885;7,152859885;100,9038981;-20480,02707;-0,008650791;11,32842291
767;768;4158;0;1787;0;27061;5319600;4546200;-2120918;3725;126900;2290000;227000;4546200;-836,9204638;125,8485683;-423,2410604;156,8097587;77,39113183;281,5231797;-317,3523737;2517156,81;3056661;-4687,769032;-836,9204638;0,672355154;-6,98E-05;-0,00103114;-0,46652545;-0,000184092;0,523226332;0;-0,46652545;-16,71330181;0,531630813;2,334786463;2,334786463;-1115,84667;-11801,91598;0,00014963;0,379190601
768;769;4013;0;1811;0;656200;38479;5623232;-2006763;3710;279500;746220;1040;5623232;-1138,302574;134,7622713;182,4801544;59,18527166;101,0620181;-199,7622104;652,7385499;747319,1853;-51541;-4983,064845;-1138,302574;-0,009165725;0,000116079;-0,000886157;-0,356870035;-0,000202429;-0,228085127;0;-0,356870035;-7,179831843;0,182407555;0,930930557;0,930930557;-953,7620099;-210412,4207;-0,000325269;-0,573431498
769;770;4110;177200;1299;721600;674200;112929;7757224;-1866717;3778;211700;1000872;1564;7757225;-1616,487593;131,4118862;-39,72675564;58,90415897;90,57987095;-205,8609145;656,6132199;1002494,904;507857;-5525,899479;-1616,487593;0,06546891;8,46E-05;-0,000712355;-0,240642369;-0,000208385;-0,068263383;0;-0,2406424;-8,817746812;0,156315197;1,507414535;0,786443222;-1274,070054;-152233,1511;-0,000351748;-0,406197501
770;771;0;191500;46500;818000;695700;71657;7790367;-1369316;4427;30070;2077321;1933;7790367;-1533,375755;123,7482139;-112,8435974;69,8936175;911;-146,2018511;702;2079323,894;-491964;-6084,123969;-1533,375755;-0,063150298;9,01E-05;-0,00078098;-0,17577041;-0,00019683;-0,183890513;0;-0,17577041;-45,53761224;0,270512416;0,763173819;0,369397411;-28,80098925;-165602,2663;-0,000512665;-0,457813421
